"","zone","treatment","plotid","pinTemp_mean","pinTemp_se","aboveTemp_mean","aboveTemp_se","airTemp_mean","airTemp_se","lagTemp_mean","lagTemp_se","deepTemp_mean","deepTemp_se","surfaceTemp_mean","surfaceTemp_se","rh_avg_mean","rh_avg_se","vp_avg_mean","vp_avg_se","wind_speed_avg_mean","wind_speed_avg_se"
"16","Low marsh","+3.0°C",242,19.2451225070454,0.0962689913052114,17.2908020476345,0.357758907563192,16.9742352110327,0.355587026368685,19.1395227733621,0.110252345346604,18.7757257818732,0.108573562337073,18.6445996351647,0.106773081745236,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"17","Low marsh","+3.0°C",252,19.22273314425,0.0984901373382082,17.3391846240676,0.399383496655997,16.2785788984557,0.387774142015452,18.9424761562212,0.0922663071746567,19.1102571172602,0.0666126722207335,18.7773909206294,0.121948965588469,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"18","Low marsh","+3.0°C",262,19.2106075599554,0.0994606754481016,17.8801517219114,0.463089906161211,16.9893123071872,0.422205353624465,18.7952042209487,0.0762605857996866,18.5170268116164,0.0619080371232867,18.7898427918221,0.125290373706697,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"19","High marsh","ambient",370,16.2302781813266,0.0907116975080094,15.3318970936237,0.508772175416259,16.5323330004163,0.416852334259487,16.1227403149688,0.086970435890642,15.8138012740612,0.0717770171415233,16.0602809625291,0.155462442145504,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"20","High marsh","ambient",380,16.8140277273211,0.103544491223839,16.1889620671766,0.415051510978401,16.6076549649786,0.445086979906129,16.7837533431815,0.104396938772874,16.4224770712998,0.0844888271231559,16.6651400704254,0.151066614263507,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"21","High marsh","ambient",390,16.7794774384645,0.087046767631758,16.2168321629759,0.40939780494969,16.1929286561348,0.410875651592149,16.4651197629578,0.0881682489898272,16.4197642794668,0.0840289511189826,16.3912663300699,0.142049586758456,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"22","High marsh","+1.5°C",371,17.4345220769426,0.264573459244373,16.5090445198135,0.418761952850498,16.3454163692392,0.401945115679994,17.5406240582011,0.249970766601199,17.6904433633336,0.231645949907689,17.2414449240093,0.259625204397654,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"23","High marsh","+1.5°C",381,17.5361729150788,0.250053701885775,16.3287141698223,0.415245992279415,16.0323146065065,0.385854087479504,17.3112886929602,0.244295148801305,17.4356037896655,0.239101348711859,17.123419182256,0.232259320609202,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"24","High marsh","+1.5°C",391,18.2725096153846,0.066688582160694,17.0604932255245,0.636153661953386,16.7084699155012,0.599894256274378,18.1187900641026,0.104061920029861,18.1261602564102,0.123686652854938,17.7308221153847,0.220134716687202,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"25","High marsh","+3.0°C",372,19.8019919871795,0.060470967253794,19.5535193417694,1.38680275605721,18.0232512626263,0.983179806004932,19.7265400641026,0.0671087112891048,18.9912370670266,0.0792170772934251,19.2085096153846,0.208017024217399,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"26","High marsh","+3.0°C",382,18.4798199571081,0.348236787141716,17.3413378398427,0.450295469460901,16.5856112067092,0.562720821947501,18.547444489509,0.340722472045873,18.3198169768942,0.254573426944748,18.0177397690268,0.353660955499655,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
"27","High marsh","+3.0°C",392,18.7493821023109,0.326292614560192,17.1151357225427,0.44431372645806,16.296458889779,0.826686411991538,18.9163726338636,0.341981605997039,18.8584842601859,0.238222347159303,18.0069579304779,0.358691641061584,68.088236451049,2.29815304352655,1.19641520979021,0.0311541636839383,2.64438352272727,0.36640358904677
