"ID.y","GLU_value","Depth.x.x","Zone.x","Treatment.x","Layer.x","CHI_value","Depth.x.y","Zone.y","Treatment.y","Layer.y","LEU_value","Depth.x","Zone","Treatment","Layer","GLU_CHI_ratio","Depth"
"121(C2)0-5",1539.75047513148,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",54.7350656582847,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",812.702050559859,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",1.77505717284094,"0-5 cm"
"121(C2)5-10",1648.00268088974,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",73.2419340967683,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",659.073590959271,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",2.25039975871551,"5-10 cm"
"121(C2)20-30",1177.2547386225,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",NA,NA,NA,NA,NA,250.57717482201,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",NA,"20-30 cm"
"121(C2)40-50",998.493647516138,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",15.9662131381608,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",373.4003436368,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",2.56440526322149,"40-50 cm"
"121(C2)60-80",845.36380382098,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",0.16822252875734,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",276.738462631017,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",3.05288333264041,"60-80 cm"
"121(C2)80-100",719.327090131807,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",10.493585664083,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",193.772904101449,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",3.52151295573488,"80-100 cm"
"372(G5)0-5",917.813994690836,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",216.249286498254,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",751.749344211106,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.94815629441361,"0-5 cm"
"372(G5)5-10",1154.9620776852,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",211.785074492844,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",795.120859588859,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1.14704069028903,"5-10 cm"
"372(G5)20-30",1148.98124783522,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",337.762406280438,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1625.13793034542,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.585348744608331,"20-30 cm"
"372(G5)40-50",965.571425086247,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",121.033396366607,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",992.029271653461,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.867490620994251,"40-50 cm"
"372(G5)60-80",1127.21406769538,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",143.791272075498,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1570.56039336578,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.657516243847919,"60-80 cm"
"372(G5)80-100",776.673182182762,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",313.03388146238,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1805.48015392739,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.366612242925202,"80-100 cm"
"391(C2)0-5",1388.50764055938,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",418.831377483733,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",519.722519292672,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.47941172619751,"0-5 cm"
"391(C2)5-10",1664.45946394406,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",398.87288891783,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",757.766742698381,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.439047580981,"5-10 cm"
"391(C2)20-30",1759.67062012617,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",397.78257401848,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1094.88475407266,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.17887662375278,"20-30 cm"
"391(C2)40-50",373.502704637887,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",60.3729177812396,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",963.827368819712,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.364677406874629,"40-50 cm"
"391(C2)60-80",1030.3747074289,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",127.400750647475,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",933.958548960146,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.970806688941086,"60-80 cm"
"391(C2)80-100",1005.56633250975,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",124.853115163017,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",447.151170896281,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1.75796992613008,"80-100 cm"
"370(G5)0-5",727.859660626022,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",401.006616642799,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",1000.94685983792,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.519175331304964,"0-5 cm"
"370(G5)5-10",830.034792142417,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",650.541150428958,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",1203.93599429742,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.447584266273008,"5-10 cm"
"370(G5)20-30",1242.56926192742,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",590.238210785127,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",1549.12802348732,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.580811850734846,"20-30 cm"
"370(G5)40-50",169.07590464572,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",530.715957656606,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",1605.13689799397,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.079160839286478,"40-50 cm"
"370(G5)60-80",146.012273812425,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",13.1012326552793,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",888.699698411007,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.161911868553718,"60-80 cm"
"120(C2)0-5",836.245864896993,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",260.712077927646,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1539.59206446237,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.464502549989594,"0-5 cm"
"120(C2)5-10",815.041161611397,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",61.4463195916884,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1980.16115416706,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.399215408489294,"5-10 cm"
"120(C2)20-30",691.66448016377,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",54.3094732237999,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1971.58700751889,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.34141156112291,"20-30 cm"
"120(C2)40-50",421.718758258479,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",43.0215319763554,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1491.41288554884,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.274836613049025,"40-50 cm"
"120(C2)60-80",265.172424394326,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",46.2638103881386,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1100.19126650357,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.231297701706085,"60-80 cm"
"120(C2)80-100",119.125760611324,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",31.1580006927231,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",358.365626403016,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.305824223037554,"80-100 cm"
"121(A2)0-5",1015.6299116027,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",75.0839066713123,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",444.395174838814,"0-5 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",1.95509299171443,"0-5 cm"
"121(A2)5-10",677.998178792666,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",90.3537483553807,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",672.342133126571,"5-10 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",0.888949573813465,"5-10 cm"
"121(A2)20-30",947.172957593087,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",22.7580885727096,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",453.02390758772,"20-30 cm","Pioneer zone","+1.5°C","Topsoil
(0-30 cm)",1.99077091028411,"20-30 cm"
"121(A2)40-50",508.865977694945,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",7.66964918501587,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",408.450370571728,"40-50 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",1.22288271059974,"40-50 cm"
"121(A2)60-80",341.454305942545,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",0.921178403778222,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",75.8943963113893,"60-80 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",4.44511815746558,"60-80 cm"
"121(A2)80-100",360.887775061871,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,155.979632730502,"80-100 cm","Pioneer zone","+1.5°C","Subsoil
(40-100 cm)",NA,"80-100 cm"
"390(A2)0-5",802.851063193101,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",249.4901772118,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",3162.80961460049,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.235281514572523,"0-5 cm"
"390(A2)5-10",1044.15521562469,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",425.080758012661,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",4012.16338993514,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.23531615137914,"5-10 cm"
"390(A2)20-30",1570.70080163953,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",549.39839117825,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",7659.04602169321,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.191351822907706,"20-30 cm"
"390(A2)40-50",597.189527118002,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",56.2390640989735,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",4095.49638192038,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.143840939501717,"40-50 cm"
"390(A2)60-80",50.595824268236,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",6.3055444305388,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",2993.67015306856,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.0168654113799704,"60-80 cm"
"390(A2)80-100",210.732757043814,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",273.192460581987,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",4430.89267682245,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.044797819530981,"80-100 cm"
"390(G5)0-5",1077.88391283969,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",957.997978340576,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",1587.69669886674,"0-5 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.423414450480036,"0-5 cm"
"390(G5)5-10",1478.91164246233,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",603.281359990374,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",768.330961150889,"5-10 cm","High marsh","ambient","Topsoil
(0-30 cm)",1.07822860706864,"5-10 cm"
"390(G5)40-50",867.508349391158,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",151.900072154227,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",2966.90466377138,"40-50 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.278154108013978,"40-50 cm"
"390(G5)60-80",282.266317830795,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",48.7501533698759,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",2533.3101793953,"60-80 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.109318250332482,"60-80 cm"
"390(G5)80-100",107.910056481223,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",3.39339261276049,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",1848.040097965,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.058284597869918,"80-100 cm"
"371(G5)0-5",792.802352786027,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",340.269018200716,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1040.78857114677,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.574054520898439,"0-5 cm"
"371(G5)5-10",1682.3090251721,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",426.209299034962,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1496.16157413003,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.875121990587772,"5-10 cm"
"371(G5)20-30",936.655630759616,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",302.399136451567,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1850.25879030476,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.435115871926288,"20-30 cm"
"371(G5)40-50",333.748477835279,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",139.188916783934,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1513.13666015653,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.201987115912873,"40-50 cm"
"371(G5)60-80",662.221874609218,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",203.529985804755,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1907.30399862137,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.313725228746144,"60-80 cm"
"371(G5)80-100",567.861264758811,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",94.9863415253854,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",1389.21075215456,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.382605024074563,"80-100 cm"
"132(G5)0-5",1507.21153184879,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",198.106660418647,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",1054.60922564488,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",1.20315511970155,"0-5 cm"
"132(G5)5-10",286.770812088265,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",81.9073041574565,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",1397.57994113181,"5-10 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.193831216187467,"5-10 cm"
"132(G5)20-30",82.2438205517548,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",59.3545627485411,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",1171.01878471025,"20-30 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.066844605112441,"20-30 cm"
"132(G5)40-50",396.625710774195,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",17.7915799477835,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",633.0851718713,"40-50 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.609371451147544,"40-50 cm"
"132(G5)60-80",104.520880784804,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",8.66195141150126,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",459.423480159732,"60-80 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.223294453822149,"60-80 cm"
"132(G5)80-100",36.6599083269752,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",2.17660356436286,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",419.341490597891,"80-100 cm","Pioneer zone","+3.0°C","Subsoil
(40-100 cm)",0.0869711379764965,"80-100 cm"
"391(G5)0-5",1228.7275915263,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",149.991546509193,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",507.011408183397,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.8702010131769,"0-5 cm"
"391(G5)5-10",1117.29617404332,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",162.709206342859,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",517.103671547514,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1.64353487611262,"5-10 cm"
"391(G5)20-30",778.279643281965,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",60.6692288456726,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",767.84420755701,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.939368764689167,"20-30 cm"
"391(G5)40-50",252.911134305499,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",9.22458914810372,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",681.744425170655,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.366023843420605,"40-50 cm"
"391(G5)60-80",217.373897525322,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",32.6636607255829,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",673.332721009604,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.307896616964331,"60-80 cm"
"391(G5)80-100",212.863095555204,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",9.29523494135633,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",440.192816090994,"80-100 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.473567862518962,"80-100 cm"
"381(C2)0-5",604.0460651773,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",183.270975380794,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",693.81616538154,"0-5 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.688695611991625,"0-5 cm"
"381(C2)5-10",666.058482570195,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",197.342754443905,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1312.87540904565,"5-10 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.441034612529874,"5-10 cm"
"381(C2)20-30",555.17920123252,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",164.696925935362,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",1958.72002905671,"20-30 cm","High marsh","+1.5°C","Topsoil
(0-30 cm)",0.261455575141432,"20-30 cm"
"381(C2)40-50",948.625649216885,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",254.922765313119,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",3070.78935221849,"40-50 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.285239857116968,"40-50 cm"
"381(C2)60-80",755.898610699166,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",94.3055307482533,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",3191.00060319486,"60-80 cm","High marsh","+1.5°C","Subsoil
(40-100 cm)",0.230084680051388,"60-80 cm"
"120(A2)0-5",222.711492665871,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",119.128726434788,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",577.609425296244,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.319648769214875,"0-5 cm"
"120(A2)5-10",97.7970839350891,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",92.3190302378954,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",461.298772276353,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.176650901562314,"5-10 cm"
"120(A2)20-30",450.07679670831,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",32.9243707661699,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",274.437004031182,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1.46432451704464,"20-30 cm"
"120(A2)40-50",128.558987169625,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",34.9391566730026,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",259.673488844938,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.436366154424951,"40-50 cm"
"120(A2)60-80",51.1098850905492,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",18.8042809815266,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",99.8177319781842,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.430863410722159,"60-80 cm"
"120(A2)80-100",23.1792237825254,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",19.0309691061381,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",217.041738381144,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.0981868002838664,"80-100 cm"
"130(A2)0-5",1789.22228312711,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",882.194531417997,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1358.01630828174,"0-5 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.798684771727527,"0-5 cm"
"130(A2)5-10",984.497428408217,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",128.390113124531,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1939.27755919516,"5-10 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.476139101843054,"5-10 cm"
"130(A2)20-30",650.764416790392,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",21.6679888940055,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",1843.26597014087,"20-30 cm","Pioneer zone","ambient","Topsoil
(0-30 cm)",0.348947700607676,"20-30 cm"
"130(A2)40-50",482.988378899195,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",45.3634193603925,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1477.2859981446,"40-50 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.317202616273034,"40-50 cm"
"130(A2)60-80",231.243523892201,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",6.63281984029502,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",1163.85666944612,"60-80 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",0.1975613843685,"60-80 cm"
"130(A2)80-100",51.3007145178278,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",NA,NA,NA,NA,NA,354.145945057801,"80-100 cm","Pioneer zone","ambient","Subsoil
(40-100 cm)",NA,"80-100 cm"
"372(C2)0-5",760.156889785039,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",255.429311084002,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",352.530768922145,"0-5 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",1.25034013709807,"0-5 cm"
"372(C2)5-10",565.646631714113,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",142.75172117216,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",471.056186589015,"5-10 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.921536892180605,"5-10 cm"
"372(C2)20-30",1103.45371664955,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",576.036250061617,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",892.106351819871,"20-30 cm","High marsh","+3.0°C","Topsoil
(0-30 cm)",0.751598458647973,"20-30 cm"
"372(C2)40-50",942.594112379057,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",348.6331654706,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",1071.6149114662,"40-50 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.663682723944994,"40-50 cm"
"372(C2)60-80",314.275752080032,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",58.4410080197612,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",852.985753930749,"60-80 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.344817340460205,"60-80 cm"
"372(C2)80-100",606.303705007209,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",310.289297053628,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",982.812245273128,"80-100 cm","High marsh","+3.0°C","Subsoil
(40-100 cm)",0.468875556297188,"80-100 cm"
"390(A6)20-30",507.277093528548,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",285.550316604217,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",628.679527409326,"20-30 cm","High marsh","ambient","Topsoil
(0-30 cm)",0.554868227995666,"20-30 cm"
"390(A6)80-100",72.2281202100699,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.431856841746791,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",468.09348685179,"80-100 cm","High marsh","ambient","Subsoil
(40-100 cm)",0.154160540475084,"80-100 cm"
"132(C2)0-5",155.125558775179,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",217.915794379401,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",1014.78229397383,"0-5 cm","Pioneer zone","+3.0°C","Topsoil
(0-30 cm)",0.125842296861522,"0-5 cm"
